"SceneImage","consist_obj","Basic","Superordinate","InOut","group_labels","Inverted","Duration","Consistent","probe_cat","probe"
"farm3.jpg","Scarecrow","Farm","Natural","Outdoors","og2","Yes","50","Consistent","Farm","Scarecrow"
"blender.jpg","Pan","Kitchen","Private","Indoors","ig2","No","50","Consistent","Kitchen","Pan"
"natural_fall.png","Fishing Rod","Forest","Natural","Outdoors","og2","No","50","Consistent","Forest","Fishing Rod"
"fruit_bowl.jpg","Blender","Kitchen","Private","Indoors","ig2","Yes","80","Consistent","Kitchen","Blender"
"farm1.jpg","Hay Bale","Farm","Natural","Outdoors","og1","Yes","80","Inconsistent","City Center","Souvenir Stand"
"living16.jpg","Television","Living Room","Private","Indoors","ig1","No","80","Inconsistent","Bathroom","Plunger"
"plant_bathroom.png","Slippers","Bathroom","Private","Indoors","ig1","Yes","50","Inconsistent","Office","Pencil Holder"
"coast8.jpg","Lighthouse","Coast","Natural","Outdoors","og2","No","80","Consistent","Coast","Lighthouse"
"office1.jpg","Pencil Holder","Office","Public","Indoors","ig1","Yes","100","Inconsistent","Bathroom","Razor"
"highway9.jpg","Road Work Sign","Highway","Human","Outdoors","og2","No","100","Consistent","Highway","Road Work Sign"
"office10.jpg","Stapler","Office","Public","Indoors","ig1","Yes","100","Inconsistent","Kitchen","Broom"
"basketball_net.jpg","Bench","Playground","Human","Outdoors","og1","No","100","Inconsistent","Coast","Buoy"
"farm4.jpg","Feeding Trough","Farm","Natural","Outdoors","og2","Yes","50","Consistent","Farm","Feeding Trough"
"office9.jpg","Paper Shredder","Office","Public","Indoors","ig1","Yes","100","Inconsistent","Bathroom","Slippers"
"urbanstreet19.jpg","Subway Station Sign","Urban Street","Human","Outdoors","og2","Yes","80","Consistent","Urban Street","Subway Station Sign"
"opencountry2.jpg","Farmhouse","Open Country","Natural","Outdoors","og2","Yes","100","Consistent","Open Country","Farmhouse"
"class8.jpg","Pencil Case","Classroom","Public","Indoors","ig1","No","80","Inconsistent","Kitchen","Rolling Pin"
"glass.jpg","Toaster","Kitchen","Private","Indoors","ig1","No","50","Inconsistent","Bedroom","Laundry Hamper"
"corridor5.jpg","Fire Alarm","Corridor","Public","Indoors","ig1","Yes","50","Inconsistent","Dining Room","Napkin"
"pond.png","Birdhouse","Suburban","Natural","Outdoors","og2","Yes","50","Consistent","Suburban","Birdhouse"
"office4.jpg","Tape Dispenser","Office","Public","Indoors","ig2","No","80","Consistent","Office","Tape Dispenser"
"citycenter10.jpg","Souvenir Stand","City Center","Human","Outdoors","og1","No","50","Inconsistent","Farm","Tractor"
"class9.jpg","Crayons","Classroom","Public","Indoors","ig1","No","80","Inconsistent","Dining Room","Fork"
"urbanstreet1.jpg","Newspaper Box","Urban Street","Human","Outdoors","og1","Yes","80","Inconsistent","Farm","Hay Bale"
"class11.jpg","Backpack","Classroom","Public","Indoors","ig2","No","80","Consistent","Classroom","Backpack"
"kitchen13.jpg","Stand Mixer","Kitchen","Private","Indoors","ig2","No","100","Consistent","Kitchen","Stand Mixer"
"forest2.jpg","Bird Nest","Forest","Natural","Outdoors","og1","No","100","Inconsistent","City Center","Taxi"
"bust.jpg","TV Remote","Living Room","Private","Indoors","ig2","No","50","Consistent","Living Room","TV Remote"
